technology,component,component_confidence,component_reasoning,material,material_confidence,material_reasoning,hs_code,country,meas_unit,amount,percentage,country_confidence,country_reasoning
Bioreactor,Control System,0.93,"Monitors and controls bioprocess parameters such as pH, temperature, dissolved oxygen, and agitation speed, implemented as a dedicated electronic subsystem.",Polycarbonate,0.75,"Used for transparent covers and durable housing parts, common but alternatives like acrylic exist.",390690,China,metric tons,0.0,52.0,0.9,LLM fallback cache (previously computed) - no USGS data available for Polycarbonate
Bioreactor,Control System,0.93,"Monitors and controls bioprocess parameters such as pH, temperature, dissolved oxygen, and agitation speed, implemented as a dedicated electronic subsystem.",Polycarbonate,0.75,"Used for transparent covers and durable housing parts, common but alternatives like acrylic exist.",390690,South Korea,metric tons,0.0,15.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Polycarbonate
Bioreactor,Control System,0.93,"Monitors and controls bioprocess parameters such as pH, temperature, dissolved oxygen, and agitation speed, implemented as a dedicated electronic subsystem.",Polycarbonate,0.75,"Used for transparent covers and durable housing parts, common but alternatives like acrylic exist.",390690,United States,metric tons,0.0,10.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Polycarbonate
Bioreactor,Control System,0.93,"Monitors and controls bioprocess parameters such as pH, temperature, dissolved oxygen, and agitation speed, implemented as a dedicated electronic subsystem.",Polycarbonate,0.75,"Used for transparent covers and durable housing parts, common but alternatives like acrylic exist.",390690,Germany,metric tons,0.0,8.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Polycarbonate
Bioreactor,Control System,0.93,"Monitors and controls bioprocess parameters such as pH, temperature, dissolved oxygen, and agitation speed, implemented as a dedicated electronic subsystem.",Polycarbonate,0.75,"Used for transparent covers and durable housing parts, common but alternatives like acrylic exist.",390690,Japan,metric tons,0.0,7.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Polycarbonate
Bioreactor,Control System,0.93,"Monitors and controls bioprocess parameters such as pH, temperature, dissolved oxygen, and agitation speed, implemented as a dedicated electronic subsystem.",Copper,0.8,Internal electrical conductors for wiring and PCB tracks are typically Copper.,740100,CHINA,THOUSAND METRIC TONS,1700.0,3.47,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Bioreactor,Control System,0.93,"Monitors and controls bioprocess parameters such as pH, temperature, dissolved oxygen, and agitation speed, implemented as a dedicated electronic subsystem.",Copper,0.8,Internal electrical conductors for wiring and PCB tracks are typically Copper.,740100,CHILE,THOUSAND METRIC TONS,5000.0,10.2,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Bioreactor,Control System,0.93,"Monitors and controls bioprocess parameters such as pH, temperature, dissolved oxygen, and agitation speed, implemented as a dedicated electronic subsystem.",Copper,0.8,Internal electrical conductors for wiring and PCB tracks are typically Copper.,740100,OTHER,THOUSAND METRIC TONS,3100.0,6.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Bioreactor,Control System,0.93,"Monitors and controls bioprocess parameters such as pH, temperature, dissolved oxygen, and agitation speed, implemented as a dedicated electronic subsystem.",Copper,0.8,Internal electrical conductors for wiring and PCB tracks are typically Copper.,740100,CONGO,THOUSAND METRIC TONS,2500.0,5.1,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Bioreactor,Control System,0.93,"Monitors and controls bioprocess parameters such as pH, temperature, dissolved oxygen, and agitation speed, implemented as a dedicated electronic subsystem.",Copper,0.8,Internal electrical conductors for wiring and PCB tracks are typically Copper.,740100,PERU,THOUSAND METRIC TONS,2600.0,5.31,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Bioreactor,Control System,0.93,"Monitors and controls bioprocess parameters such as pH, temperature, dissolved oxygen, and agitation speed, implemented as a dedicated electronic subsystem.",Silicon,0.9,Semiconductor material used in electronic components for controls.,280469,CHINA,THOUSAND METRIC TONS,3600.0,40.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Bioreactor,Control System,0.93,"Monitors and controls bioprocess parameters such as pH, temperature, dissolved oxygen, and agitation speed, implemented as a dedicated electronic subsystem.",Silicon,0.9,Semiconductor material used in electronic components for controls.,280469,RUSSIA,THOUSAND METRIC TONS,570.0,6.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Bioreactor,Control System,0.93,"Monitors and controls bioprocess parameters such as pH, temperature, dissolved oxygen, and agitation speed, implemented as a dedicated electronic subsystem.",Silicon,0.9,Semiconductor material used in electronic components for controls.,280469,BRAZIL,THOUSAND METRIC TONS,190.0,2.11,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Bioreactor,Control System,0.93,"Monitors and controls bioprocess parameters such as pH, temperature, dissolved oxygen, and agitation speed, implemented as a dedicated electronic subsystem.",Silicon,0.9,Semiconductor material used in electronic components for controls.,280469,NORWAY,THOUSAND METRIC TONS,200.0,2.22,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Bioreactor,Control System,0.93,"Monitors and controls bioprocess parameters such as pH, temperature, dissolved oxygen, and agitation speed, implemented as a dedicated electronic subsystem.",Silicon,0.9,Semiconductor material used in electronic components for controls.,280469,OTHER,THOUSAND METRIC TONS,100.0,1.11,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Bioreactor,Air Removal System,0.92,"Facilitates oxygen or gas delivery into the culture medium, essential for aerobic processes and usually a distinct component.",Stainless steel (SS 316),0.9,Sparger components submerged in liquid require corrosion resistance and strength; SS 316 is common standard.,722000,China,metric tons,0.0,36.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 316)
Bioreactor,Air Removal System,0.92,"Facilitates oxygen or gas delivery into the culture medium, essential for aerobic processes and usually a distinct component.",Stainless steel (SS 316),0.9,Sparger components submerged in liquid require corrosion resistance and strength; SS 316 is common standard.,722000,Japan,metric tons,0.0,28.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 316)
Bioreactor,Air Removal System,0.92,"Facilitates oxygen or gas delivery into the culture medium, essential for aerobic processes and usually a distinct component.",Stainless steel (SS 316),0.9,Sparger components submerged in liquid require corrosion resistance and strength; SS 316 is common standard.,722000,India,metric tons,0.0,21.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 316)
Bioreactor,Air Removal System,0.92,"Facilitates oxygen or gas delivery into the culture medium, essential for aerobic processes and usually a distinct component.",Stainless steel (SS 316),0.9,Sparger components submerged in liquid require corrosion resistance and strength; SS 316 is common standard.,722000,United States,metric tons,0.0,14.0,0.75,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 316)
Bioreactor,Air Removal System,0.92,"Facilitates oxygen or gas delivery into the culture medium, essential for aerobic processes and usually a distinct component.",Stainless steel (SS 316),0.9,Sparger components submerged in liquid require corrosion resistance and strength; SS 316 is common standard.,722000,South Korea,metric tons,0.0,11.0,0.65,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 316)
